Nom;Code(s) UIC
Jonchery-sur-Vesle;87171314
Jonzac;87491142
Joué-lès-Tours;87571885
Jouy;87394155
Jouy-en-Josas;87393512
Juan les Pins;87757666
Juvisy-sur-Orge;87545244
Juziers;87381558
Kalhausen;87193664
Ker Lann;87159947
Kerhostin;87476432
Kerhuon;87474213
Keskastel;87215491
Kilstett;87212324
Koenigsmacker;87191619
Kogenheim;87214114
Krimmeri Meinau;87338525
Kruth;87182642
Kurtzenhouse;87213660
L'Abbaye;87113886
L'Aigle;87444638
L'Aiguille;87592634
L'Arbresle;87721431
L'Argentière Les Écrins;87763557
L'Ariane La Trinité;87751529
L'Escarène;87756809
L'Estaque;87751602
L'Herbergement - Les Brouzils;87486126
L'Hermitage - Mordelles;87471060
L'Hôpital-du-Grosbois;87718528
L'Hospitalet-près-l'Andorre;87611517
L'Isle-Adam - Parmain;87276527
L'Isle-d'Abeau;87761239
L'Isle-Jourdain;87611806
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;87765479
L'Isle-sur-le-Doubs;87184572
L'Isthme;87476275
La Barasse;87635581
La Barre Ormesson;87271171
La Basse Indre - Saint-Herblain;87481069
La Bassée - Violaines;87342436
La Bastide - Saint-Laurent-les-Bains;87775171
La Baule Les Pins;87481697
La Baule-Escoublac;87481754
La Bernerie-en-Retz;87481267
La Bohalle;87487843
La Bonneville-sur-Iton;87387142
La Borne Blanche;87276287
La Bouteille;87297085
La Brigue;87756874
La Brillanne - Oraison;87751271
La Brohinière;87471094
La Cave;87595215
La Celle-Saint-Cloud;87382432
La Chaize-le-Vicomte;87486308
La Chapelle Aulnay;87590364
La Chapelle Centre;87481564
La Chapelle-Saint-Mesmin;87543371
La Chapelle-sur-Loire;87571802
La Charité-sur-Loire;87696195
La Chaumusse - Fort-du-Plasne;87715391
La Chaussée-Saint-Victor;87574251
La Ciotat - Ceyreste;87751784
La Clayette - Baudemont;87694737
La Coquille;87592501
La Courneuve - Aubervilliers;87271304
La Couronne;87583617
La Couronne Carro;87753541
La Crau;87755611
La Crèche;87485474
La Croix de Méan;87481689
La Défense;87382218
La Défense Grande Arche RER E;87731430
La Douzillère;87009696
La Faloise;87313239
La Fère;87296632
La Ferté-Alais;87681452
La Ferté-Bernard;87396325
La Ferté-Imbault;87576082
La Ferté-Milon;87116673
La Ferté-Saint-Aubin;87543124
La Ferté-sous-Jouarre;87116517
La Fontaine;87286427
La Forest-Landerneau;87474221
La Fouillouse;87726232
La Frayère;87757740
La Fresnais;87478081
La Frette - Montigny;87381871
La Garde;87755306
La Garenne-Colombes;87386003
La Gorp;87584755
La Gouesnière - Cancale - Saint-Méloir-des-Ondes;87478099
La Grand-Combe;87775254
La Grande-Paroisse;87682476
La Grave d'Ambarès;87491274
La Guerche-sur-l'Aubois;87576470
La Guierche;87396036
La Haie-Fouassière;87481416
La Hisse;87478156
La Hume;87582635
La Hutte Coulombiers;87396093
La Jarrie;87485185
La Jonchère-Saint-Maurice;87592337
La Joux;87746842
La Levade;87775247
La Loupe;87394254
La Madeleine;87286187
La Marche;87691394
La Méaugon;87473124
La Membrolle-sur-Choisille;87571513
La Ménitré;87487884
La Meyze;87592808
La Mothe-Achard;87486423
La Mothe-Saint-Héray;87485508
La Norville - Saint-Germain-lès-Arpajon;87545459
La Pauline Hyères;87755314
La Penne-sur-Huveaune;87751743
La Plaine Stade de France - Saint-Denis - Aubervilliers;87164798
La Pomme;87751719
La Porcherie;87592295
La Possonnière;87484337
La Poterie;87334508
La Redonne Ensuès;87753574
La Réole;87582866
La Ricamarie;87726703
La Rivière de Mansac;87594416
La Rivière-Drugeon;87715144
La Roche-Maurice;87474262
La Roche-sur-Foron;87746305
La Roche-sur-Yon;87486019
La Rochefoucauld;87583427
La Rochelle;87485003
La Rochelle Porte Dauphine;87437798
La Seyne - Six-Fours;87755264
La Souterraine;87592378
La Suze-sur-Sarthe;87396366
La Taye;87394403
La Teste-de-Buch;87582643
La Tour-de-Salvagny;87721548
La Tour-du-Pin;87723478
La Tricherie;87575183
La Trinité Victor;87756767
La Valbonne;87723577
La Verpillière;87723395
La Verrière;87393256
La Ville Gozet;87641191
La Ville-Dieu-du-Temple;87611459
La Villette Saint-Prest;87394171
La Wantzenau;87212316
Labège Innopole;87612002
Labège Village;87612028
Labenne;87673293
Labergement-Sainte-Marie;87715219
Laboissière - Le Déluge;87313676
Labouheyre;87582551
Labruguière;87615526
Lacapelle-Viescamp;87645150
Lacelle;87592147
Lachaud Curmilhac;87731828
Lacourtensourt;87611434
Lafarge;87592733
Lagny - Thorigny;87116319
Laguépie;87613471
Laifour;87172072
Laigné - Saint-Gervais;87396556
Laigneville;87276204
Laillé;87471144
Laissac;87783761
Laissey;87718437
Lalbenque - Fontanes;87613323
Lalinde;87584441
Lamagistère;87611855
Lamanon;87753731
Lamballe;87473108
Lamonzie-Saint-Martin;87584243
Lamothe-Landerron;87582882
Lamothe-Montravel;87584151
Lamotte-Beuvron;87543140
Lamure-sur-Azergues;87721860
Lancerf;87473850
Lancey;87417501
Landas;87286575
Landaul - Mendon;87476226
Landébia;87473264
Landerneau;87474239
Landévant;87476234
Landivisiau;87474270
Landrecies;87295642
Landry;87741777
Laneuveville-devant-Nancy;87141093
Langeac;87734319
Langeais;87571828
Langogne;87734350
Langon;87582775
Langres;87142091
Lannemezan;87671123
Lannion;87473223
Lantenay;87712323
Laon;87296012
Lapeyrouse;87641043
Laragne-Montéglin;87763755
Lardenne;87611939
Lardy;87545160
Laroche - Migennes;87683268
Laroque-Timbaut;87586412
Laroquebrou;87645135
Lathus-Saint-Rémy;87575498
Latour-de-Carol - Enveitg;87611483
Lauterbourg;87212464
Laval;87478404
Laval-de-Cère;87594796
Lavaufranche;87597740
Lavaur;87615476
Lavaveix-les-Mines;87597781
Laveline-devant-Bruyères;87144162
Lavilletertre;87381202
Lavoûte-sur-Loire;87734707
Le Blanc-Mesnil;87271478
Le Bosquet;87757757
Le Bourget;87271395
Le Bourget T11;87697359
Le Bouscat - Saint-Germaine;87738096
Le Bousquet-d'Orb;87781583
Le Bras de Fer;87681395
Le Breuil-sur-Couze;87734228
Le Buet;87746883
Le Bugue;87595744
Le Buisson-de-Cadouin;87595751
Le Burg;87594614
Le Cailar;87775825
Le Cateau-Cambrésis;87295220
Le Cellier;87481168
Le Cendre - Orcet;87734160
Le Chambon-Feugerolles;87726711
Le Chénay Gagny;87113522
Le Coteau;87726828
Le Coudray-Montceaux;87681635
Le Creusot;87694000
Le Creusot - Montceau-les-Mines - Montchanin TGV;87694109
Le Croisic;87481788
Le Dorat;87592543
Le Dramont;87757542
Le Fauga;87611046
Le Genest-Saint-Isle;87478743
Le Grand Jardin;87444323
Le Grand-Lemps;87747220
Le Grau-du-Roi;87775866
Le Haut Banc;87316687
Le Havre;87413013
Le Havre Graville;87413203
Le Lioran;87645473
Le Luc - Le Cannet;87755405
Le Mans;87396002
Le Mans Hôpital-Université;87743872
Le Mée-sur-Seine;87682179
Le Méridien La Ferrière;87721522
Le Merlerault;87444588
Le Meux - La Croix-Saint-Ouen;87276733
Le Molay-Littry;87444083
Le Monastier-Pin-Moriès;87783308
Le Pallet;87481424
Le Péage-de-Roussillon;87722678
Le Pénity;87473553
Le Perray-en-Yvelines;87393298
Le Plessis Chenet;87681627
Le Plessis-Belleville;87271551
Le Poirier Université;87343210
Le Pont-de-Beauvoisin;87741470
Le Pont-de-Claix;87747519
Le Pouliguen;87481762
Le Puy-en-Velay;87734699
Le Quesnoy;87295857
Le Raincy - Villemomble - Montfermeil;87113472
Le Rouget;87645192
Le Soler;87784512
Le Stade;87381095
Le Teich;87582601
Le Teil;87764472
Le Theil - La Rouge;87396333
Le Theil-de-Bretagne;87471342
Le Thor;87765453
Le Toec;87353573
Le Trayas;87757575
Le Tréport - Mers-les-Bains;87317529
Le Val d'Or;87382366
Le Verdon-sur-Mer;87581389
Le Vernet d'Ariège;87611350
Le Vert de Maisons;87681247
Le Vieux Briollay;87484139
Leforest;87345223
Lens;87345025
Lentilly;87721555
Lentilly Charpenay;87566919
Lépanges;87144048
Lépin-le-Lac - La Bauche;87741439
Lérouville;87175240
Les Abrets - Fitilieu;87741496
Les Arcs - Draguignan;87755447
Les Ardoines;87492108
Les Aubrais;87543017
Les Bardys;87592048
Les Bons Pères;87297515
Les Bossons;87746768
Les Boullereaux Champigny;87113779
Les Cabannes;87611574
Les Cabrils;87781559
Les Cauquillous;87328021
Les Clairières de Verneuil;87386664
Les Coquetiers;87113845
Les Deux Jumeaux;87677104
Les Échets;87723718
Les Églisottes-et-Chalaures;87584532
Les Essarts-le-Roi;87393280
Les Eyzies-de-Tayac-Sireuil;87595736
Les Flachères;87721704
Les Fontinettes;87317305
Les Grésillons;87272146
Les Houches;87746743
Les Islettes;87175711
Les Lacs;87471516
Les Laumes Alésia;87713115
Les Mais;87473587
Les Martres-de-Veyre;87734178
Les Moussoux;87746818
Les Moutiers-en-Retz;87481259
Les Mureaux;87386680
Les Noues;87276238
Les Ormes;87575118
Les Pavillons-sous-Bois;87113852
Les Pélerins;87746776
Les Perrières;87691600
Les Praz de Chamonix;87746826
Les Quatre Roues;87576181
Les Quatre-Routes-du-Lot;87594564
Les Ramassiers;87353581
Les Rosiers-sur-Loire;87487876
Les Sables Blancs;87476267
Les Sables-d'Olonne;87486449
Les Salelles;87783514
Les Saules;87546226
Les Tines;87746834
Les Trillers;87641373
Les Vallées;87386300
Les Versannes;87595702
Les Yvris Noisy-le-Grand;87113803
Lesparre-Médoc;87581314
Lesquin;87286849
Lestelle-de-Saint-Martory;87611111
Leucate La Franqui;87781088
Leval;87295790
Lexos;87613489
Lezennes;87287102
Lézignan-Corbières;87615112
Lezoux;87734442
Liancourt - Rantigny;87276212
Liancourt-Saint-Pierre;87381210
Liart;87172544
Libercourt;87345256
Libourne;87584052
Liesle;87718130
Lieusaint - Moissy;87682153
Liévin;87345041
Ligugé;87575274
Lille CHR;87109306
Lille Europe;87223263
Lille Flandres;87286005
Lille Porte de Douai;87287250
Lillers;87342238
Limay;87381582
Limeray;87574335
Limersheim;87212274
Limoges Bénédictins;87592006
Limoges Montjovis;87592022
Limoux;87615161
Limoux Flassian;87598755
Lingolsheim;87214502
Lisieux;87444265
Lisle-sur-Tarn;87615310
Lison;87447219
Liverdun;87141069
Livron-sur-Drôme;87761247
Livry-sur-Seine;87682401
Lizy-sur-Ourcq;87116632
Loches;87571471
Logelbach;87182345
Loison-sous-Lens;87345231
Loivre;87171728
Longages - Noé;87611053
Longecourt-en-Plaine;87712620
Longjumeau;87393611
Longpont;87271775
Longpré-les-Corps-Saints;87313122
Longroy - Gamaches;87313817
Longueau;87313049
Longueil-Annel;87272195
Longueil-Sainte-Marie;87276303
Longuerue - Vieux-Manoir;87411447
Longueville;87116137
Longueville-sur-Scie;87415141
Longuyon;87194274
Longwy;87194001
Lons-le-Saunier;87718239
Loos lez Lille;87286112
Loos-en-Gohelle;87345033
Loreux;87576157
Lorient Bretagne Sud;87476002
Loriol-sur-Drôme;87761262
Lorraine TGV;87142109
Lothiers;87597104
Louhans;87713735
Louhossoa;87673673
Loulay;87491290
Lourches;87343475
Lourdes;87671339
Louroux-de-Bouble;87641050
Louveciennes;87382457
Louvres;87276253
Louvroil;87295535
Lozanne;87721423
Luant;87597096
Luc;87734368
Luc-en-Diois;87761874
Luc-la-Primaube;87615773
Lucé;87394015
Luçon;87486258
Ludon-Médoc;87581181
Ludres;87141481
Lumes;87172189
Lunas;87781575
Lunel;87773408
Lunel-Viel;87773424
Lunery;87576280
Lunéville;87141150
Lurbe-Saint-Christau;87672741
Lure;87185249
Lus-la-Croix-Haute;87747667
Lusignan;87485540
Lussac-les-Châteaux;87575845
Luttenbach-près-Munster;87182543
Lutterbach;87534347
Lutzelbourg;87215160
Lutzelhouse;87214650
Luxé;87583823
Luxeuil-les-Bains;87185595
Luzarches;87276576
Luzenac - Garanou;87611558
Luzy;87696534
Lycée Henri Sellier;87988717
Lyon Gorge de Loup;87721175
Lyon Jean Macé;87282624
Lyon Part Dieu;87723197
Lyon Perrache;87722025
Lyon Saint-Exupéry TGV;87762906
Lyon Saint-Paul;87721159
Lyon Vaise;87721001
Macau;87581199
Machecoul;87481366
Machilly;87745588
Mâcon;87725689
Mâcon Loché TGV;87725705
Magalas;87781666
Magenta;87281873
Magland;87746412
Magnac - Vicq;87592279
Magnette;87641365
Magneux - Courlandon;87400986
Magny - Blandainville;87394429
Maillé;87575068
Mailly-la-Ville;87683847
Maintenon;87394130
Maisons-Alfort - Alfortville;87681155
Maisons-Laffitte;87386425
Maisse;87681486
Maizières-lès-Metz;87191106
Mâlain;87713065
Malansac;87476689
Malaunay - Le Houlme;87411256
Malesherbes;87684415
Malling;87191627
Mamirolle;87718510
Mandelieu-la-Napoule;87757591
Manosque - Gréoux-les-Bains;87751321
Mantes Station;87381590
Mantes-la-Jolie;87381509
Marbache;87141796
Marcelcave;87313445
Marcheprime;87582445
Marchezais - Broué;87393470
Mareil-Marly;87733667
Mareil-sur-Mauldre;87381715
Maresquel-Ecquemicourt;87317206
Mareuil-sur-Ourcq;87116665
Margaux;87581215
Margival;87271882
Marienthal;87213603
Marignier;87746347
Marigny;87485334
Marle sur Serre;87296095
Marles-en-Brie;87116228
Marlieux - Châtillon;87723767
Marly-le-Roi;87382465
Marmagne;87576132
Marmagne sous Creusot;87694182
Marmande;87586545
Marne-la-Vallée Chessy;87111849
Maroeuil;87342188
Marolles-en-Hurepoix;87545186
Maromme;87411249
Marquette;87287169
Marquillies;87342469
Marquise - Rinxent;87317339
Marquixanes;87784629
Marsac;87597625
Marsac-sur-L'isle;87595207
Marseillan Plage;87781294
Marseille Blancarde;87751081
Marseille Saint-Charles;87751008
Marseille-en-Beauvaisis;87313726
Marssac-sur-Tarn;87615419
Martigné-Ferchaud;87471367
Martigues;87753509
Martres-Tolosane;87611087
Marvejols;87783282
Massérac;87471227
Masseret;87594820
Massiac - Blesle;87734871
Massy - Palaiseau;87393579
Massy - Verrières;87383281
Massy Europe;87725465
Massy TGV;87393702
Matzenheim;87214130
Maubeuge;87295006
Maule;87381723
Maurecourt;87381483
Maurois;87345546
Maurs;87645168
Mauves-sur-Loire;87481150
Mauzac-et-Grand-Castang;87584466
Mauzé-sur-le-Mignon;87485250
Mauzens-et-Miremont;87595728
Mayet;87396580
Mazamet;87615542
Mazingarbe;87342121
Meaux;87116103
Mehun-sur-Yèvre;87576116
Melun;87682005
Menars;87574244
Mende;87783605
Ménil Flin;87141390
Mennecy;87681411
Mennessis;87296434
Mennetou-sur-Cher;87576728
Menton;87756486
Menton Garavan;87756494
Mer;87574194
Mérens-les-Vals;87611525
Mérenvielle;87611814
Méricourt - Ribemont;87313064
Mériel;87276675
Mérignac Arlac;87278259
Méroux;87184408
Mertzwiller;87213207
Méru;87313668
Mervans;87713701
Merxheim;87182725
Méry-sur-Oise;87276667
Messac - Guipry;87471185
Messein;87141499
Mesves - Bulcy;87696187
Mesvres;87694158
Metz;87192039
Metz Nord;87192070
Metzeral;87182816
Meudon;87393108
Meudon Val Fleury;87393082
Meulan - Hardricourt;87381830
Meung-sur-Loire;87574137
Meurchin;87345272
Meursault;87713560
Meuse TGV;87147322
Meximieux - Pérouges;87723585
Meymac;87594275
Meyrargues;87751370
Mézériat;87725838
Mézidon-Canon;87444208
Mignaloux - Nouaillé;87575704
Milhaud;87775098
Millas;87784546
Millau;87783001
Milly-sur-Thérain;87313700
Miniac-Morvan;87478131
Mionnay;87723726
Miramas;87753004
Miraumont;87342030
Mirecourt;87144212
Miribel;87723528
Mitry - Claye;87271528
Modane;87742007
Mohon;87172155
Moirans;87747329
Moirans La Galifette;87747691
Moissac;87611889
Molsheim;87214577
Mommenheim;87212142
Monestier-de-Clermont;87747592
Monéteau - Gurgy;87683557
Monistrol-d'Allier;87734335
Monnaie;87574681
Monnerville;87545111
Monsempron-Libos;87586453
Mont de Terre;87287128
Mont-Dauphin - Guillestre;87763508
Mont-de-Marsan;87671016
Mont-Louis - La Cabanasse;87784793
Mont-sur-Meurthe;87141143
Montaignac-Saint-Hippolyte;87594135
Montaigu;87481465
Montaigut-le-Blanc;87597674
Montargis;87684001
Montastruc-la-Conseillère;87615369
Montataire;87276618
Montauban Ville Bourbon;87611244
Montauban-de-Bretagne;87471086
Montaudran;87612010
Montaut Bétharram;87672113
Montbard;87713131
Montbarrey;87718866
Montbartier;87611699
Montbazon;87571406
Montbéliard;87184523
Montbizot;87396044
Montbrison;87726448
Montceau-les-Mines;87694620
Montchanin;87694307
Montdidier;87313346
Montélimar;87764001
Montendre;87491183
Montereau;87682302
Montérolier - Buchy;87411454
Montescourt-Lizerolles;87296418
Monteux;87765818
Montfavet;87765412
Montferrand - Thoraise;87718106
Montfort-l'Amaury - Méré;87393892
Montfort-le-Gesnois;87396291
Montfort-sur-Meu;87471078
Montgeron - Crosne;87682104
Montgeroult - Courcelles;87381160
Monthermé;87172056
Montigny - Beauchamp;87276089
Montigny-en-Ostrevent;87345306
Montigny-sur-Loing;87684100
Montivilliers;87413724
Montlaur;87618207
Montlouis-sur-Loire;87571273
Montluçon;87641001
Montluçon Rimard;87323675
Montluel;87723569
Montmédy;87194209
Montmélian;87741181
Montmoreau;87583674
Montmorillon;87575480
Montoir-de-Bretagne;87481713
Montpaon;87781534
Montpellier Saint-Roch;87773002
Montpellier Sud de France;87688887
Montpon-Ménestérol;87595322
Montrabé;87611848
Montréjeau - Gourdan-Polignan;87611152
Montreuil;87382879
Montreuil sur Mer;87317164
Montreuil-Bellay;87487637
Montreuil-sur-Ille;87478032
Montreuil-sur-Thérain;87316406
Montreux-Vieux;87184275
Montrichard;87574855
Montroc le Planet;87746867
Montrond-les-Bains;87726885
Montry - Condé;87116400
Monts;87575035
Montsoult - Maffliers;87276493
Montsûrs;87478537
Montville;87411801
Moosch;87182592
Morannes;87484170
Morbier;87715433
Morcenx;87673103
Moret - Veneux-les-Sablons;87682278
Moreuil;87313320
Morez;87715441
Morgny-la-Pommeraye;87411439
Morhange;87192286
Morières-lès-Avignon;87765420
Morlaix;87474338
Mormant;87116087
Morre;87391300
Mortcerf;87116244
Morteau;87718619
Morvillars;87184424
Mothern;87212456
Motteville;87411280
Mouans-Sartoux;87401323
Mouchard;87718833
Moulin Galant;87681403
Moulins sur Allier;87696328
Moulis - Listrac;87581231
Moult - Argences;87444190
Mourmelon-le-Petit;87174409
Mouroux;87116285
Moustéru;87473512
Moûtiers - Salins - Brides-les-Bains;87741728
Mouy - Bury;87313577
Moyeuvre-Grande;87191718
Muhlbach-sur-Munster;87182733
Muizon;87171298
Mulhouse;87182063
Mulhouse Dornach;87182055
Mulhouse Musées;87534339
Mulhouse Zu Rhein Tram-Train;87472639
Mullerhof;87214643
Munchhausen;87212449
Mundolsheim;87212100
Munster;87182394
Munster Badischhof;87386540
Murat;87645481
Muret;87611038
Musée d'Orsay;87547307
Mussidan;87595298
Mutzig;87214585
Naintré;87575175
Najac;87613463
Namps - Quevauvillers;87313379
Nançois - Tronville;87175067
Nancy;87141002
Nangis;87116095
Nanterre La Folie;87386011
Nanterre Université;87386318
Nantes;87481002
Nanteuil - Saâcy;87116558
Nanteuil-le-Haudouin;87271577
Nantiat;87592444
Narbonne;87781104
Naucelle;87615732
Neau;87478545
Négrondes;87595132
Nemours - Saint-Pierre;87684126
Nérondes;87576454
Nerpuy;87575167
Nesle;87313486
Neufchâteau;87141291
Neufchâtel-Hardelot;87317099
Neuillé-Pont-Pierre;87571547
Neuilly - Porte Maillot;87381020
Neuilly Porte Maillot RER E;87731448
Neussargues;87645507
Neuves-Maisons;87141507
Neuvic;87595272
Neuville Université;87334482
Neuville-sur-Sarthe;87396028
Neuvy-Pailloux;87597070
Nevers;87696005
Nevers Le Banlay;87559070
Nexon;87592725
Nézel - Aulnay;87381731
Nice;87756056
Nice Pont Michel;87590299
Nice Riquier;87756353
Nice Saint-Augustin;87756254
Niederbronn-les-Bains;87213256
Nieppe;87287151
Nieul;87592410
Nîmes;87775007
Nîmes Pont du Gard;87703975
Niolon;87753582
Niort;87485300
Niversac;87595512
Nœux-les-Mines;87342139
Nogent - Le Perreux;87113746
Nogent-l'Artaud - Charly;87116566
Nogent-le-Rotrou;87394296
Nogent-sur-Seine;87118190
Nogent-sur-Vernisson;87684274
Nointel - Mours;87276758
Noisy-le-Sec;87113217
Noizay;87574368
Nomain;87286609
Nonancourt;87393553
Nort-sur-Erdre;87481598
Nortkerque;87287292
Notre-Dame de Briançon;87741694
Notre-Dame-d'Oé;87574699
Nouan-le-Fuzelier;87543157
Nouvion-sur-Meuse;87172213
Nouzonville;87172023
Novéant-sur-Moselle;87192427
Novillars;87718411
Noyal - Acigné;87471540
Noyelles-sur-Mer;87317396
Noyen-sur-Sarthe;87396374
Noyon;87276782
Nozières - Brignon;87775353
Nuits sous Ravières;87713156
Nuits-Saint-Georges;87713529
Nurieux-Volognat;87743351
Nyer;87784736
Obermodern-Zutzendorf;87213165
Obernai;87214288
Objat;87594630
Oderen;87182634
Oermingen;87215632
Ogeu-les-Bains;87672709
Oissel;87411207
Olette - Canaveilles;87784728
Ollioules - Sanary-sur-Mer;87755231
Olonne-sur-Mer;87486431
Oloron-Sainte-Marie;87672725
Ondres;87673319
Onville;87192435
Onzain - Chaumont-sur-Loire;87574319
Orange;87765107
Orangis Bois de l'Épine;87681346
Orchamps;87718361
Orchies;87286583
Orgerus - Béhoust;87393447
Orgon;87753707
Origny-en-Thiérache;87296145
Orléans;87543009
Orly Ville;87546200
Ormoy-Villers;87271585
Orry-la-Ville - Coye;87276279
Ors;87295667
Orthez;87672253
Osny;87381145
Osséja;87784868
Ossès - Saint-Martin-d'Arrossa;87673707
Ossun;87671313
Ostricourt;87345249
Oudon;87481184
Ouges;87712604
Oullins;87722207
Ourscamp;87276774
Oyonnax;87743534
Ozoir-la-Ferrière;87116020
Pagny-le-Château;87713669
Pagny-sur-Meuse;87175828
Pagny-sur-Moselle;87192468
Paimpol;87473868
Pamiers;87611343
Pamproux;87485524
Pantin;87113209
Paray-le-Monial;87694687
Parc des Expositions;87271486
Parempuyre;87581710
Parent - Coudes - Champeix;87734194
Paris Austerlitz;87547026
Paris Bercy Bourgogne - Pays d'Auvergne;87686667
Paris Est;87113001
Paris Gare de Lyon;87686030
Paris Gare du Nord;87271023
Paris Montparnasse;87391102
Paris Saint-Lazare;87384008
Parsac - Gouzon;87597724
Pas des Lanciers;87753285
Pau;87672006
Pauillac;87581256
Paulhaguet;87734293
Pavilly;87411272
Peille;87756791
Peillon Sainte-Thècle;87756783
Peltre;87192203
Penhoët;87321745
Penne-d'Agenais;87586438
Penthièvre;87476424
Péreire - Levallois;87381012
Pérenchies;87286278
Périgueux;87595009
Pernes - Camblain;87342550
Pérols-sur-Vézère;87592170
Perpignan;87784009
Perrignier;87745620
Pers;87645176
Persan - Beaumont;87276469
Pertuis;87751362
Pessac;87581751
Pessac Alouette;87581793
Petit Jouy - Les Loges;87393504
Petit Vaux;87393652
Petit-Croix;87184267
Peyrehorade;87672337
Peyrilhac - Saint-Jouvent;87592428
Pezou;87574541
Phalempin;87286500
Pibrac;87611830
Picon Busserine;87759290
Picquigny;87313106
Pierre-Bénite;87722231
Pierre-Buffière;87592253
Pierrefitte - Stains;87271163
Pierrefitte - Stains T11;87697326
Pierrelatte;87764308
Pierrelaye;87276097
Pierreville;87141556
Pignans;87755389
Pihen-lès-Guînes;87316679
Pins-Justaret;87618116
Plaisir - Grignon;87393421
Plaisir - Les Clayes;87393629
Plancoët;87473272
Planès;87784785
Pléchâtel;87471177
Plénée-Jugon;87473082
Plerguer;87478123
Plestan;87473090
Pleudihen-sur-Rance;87478149
Pleyber-Christ;87474320
Plouaret Trégor;87473181
Plougonver;87473538
Plouharnel - Carnac;87476416
Plouigneau;87474411
Plounérin;87473199
Plouvara - Plerneuf;87473132
Podensac;87582734
Pointe de Grave;87581397
Poissy;87386573
Poitiers;87575001
Poix-de-Picardie;87313395
Poix-Terron;87172171
Poliénas;87761742
Poligny;87718189
Polliat;87725846
Pomas;87615146
Pompadour;87594663
Pompey;87141788
Pons;87491100
Pont Cardinet;87381111
Pont d'Ardres;87281410
Pont de Bois;87286831
Pont de Briques;87317115
Pont de Dore;87734459
Pont de l'Alma;87393041
Pont de la Deûle;87345207
Pont de Lignon;87726786
Pont de Rungis Aéroport d'Orly;87546192
Pont de Sallaumines;87345124
Pont du Garigliano - Hôpital Européen Georges Pompidou;87393322
Pont Petit;87276154
Pont-à-Mousson;87141820
Pont-à-Vendin;87345264
Pont-d'Ain;87743120
Pont-de-Buis;87474056
Pont-de-l'Arche;87415661
Pont-de-Veyle;87725804
Pont-du-Casse;87586404
Pont-du-Château;87734087
Pont-l'Évêque;87444349
Pont-Melvez;87473520
Pont-Remy;87313130
Pont-Saint-Esprit;87764555
Pont-Saint-Vincent;87141523
Pont-Sainte-Maxence;87276329
Pont-sur-Yonne;87683136
Pontanevaux;87725721
Pontarlier;87715003
Pontchaillou;87471391
Pontcharra - Saint-Forgeux;87721464
Pontcharra sur Bréda;87747493
Pontchâteau;87481846
Pontgouin;87394247
Ponthierry - Pringy;87682526
Pontmort;87734103
Pontoise;87276139
Pontorson - Mont-Saint-Michel;87478263
Pontrieux;87473843
Pontrieux Halte;87473835
Porchefontaine;87393165
Pornic;87481283
Pornichet;87481747
Port Boulet;87571794
Port-Brillet;87478750
Port-de-Bouc;87753459
Port-de-Piles;87575076
Port-la-Nouvelle;87781062
Port-Saint-Père - Saint-Mars;87481218
Port-Sainte-Marie;87586107
Port-Vendres;87784264
Porte de Clichy;87111278
Porté-Puymorens;87611509
Portet Saint-Simon;87611400
Portets;87582718
Pougny - Chancy;87745380
Pougues-les-Eaux;87696211
Pouilly-sur-Loire;87696179
Pouxeux;87144428
Pouzauges;87487314
Prades - Molitg-les-Bains;87784637
Précy-sur-Oise;87276410
Preignac;87582767
Presles Courcelles;87276501
Prin-Deyrançon;87485268
Pringy;87746206
Prissé-la-Charrière;87485359
Prouvy - Thiant;87343418
Provenchères-sur-Fave;87144345
Provins;87116160
Prunay;87171629
Pruniers-en-Sologne;87576199
Puget-Ville;87755363
Pulligny - Autrey;87141564
Puteaux;87382382
Puybrun;87594754
Puyoô;87672279
Quédillac;87473058
Quesnoy-sur-Deûle;87286245
Questembert;87476671
Quiberon;87476457
Quillan;87615260
Quimper;87474098
Quimperlé;87476317
Quincieux;87721290
Rabastens - Coufouleux;87615328
Raedersheim;87182717
Raismes;87343319
Rambouillet;87393314
Ranchot;87718338
Rang-du-Fliers - Verton - Berck;87317057
Ranguin;87757732
Ranspach;87182402
Raon-l'Étape;87144626
Rassuen;87753426
Razac-sur-l'Isle;87595223
Réaumont - Saint-Cassien;87747279
Recquignies;87295022
Réding;87215079
Redon;87471300
Régny;87721050
Reichshoffen;87213249
Reignac-sur-Indre;87571455
Reignier-Ésery;87746511
Reims;87171009
Reims Maison Blanche;87171272
Rémelfing;87193623
Rémilly;87192237
Remiremont;87144451
Remise à Jorelle;87988709
Remy;87313403
Renescure;87281451
Rennes;87471003
Rethel;87172270
Retiers;87471359
Retournac;87734749
Reuilly;87597039
Revigny-sur-Ornain;87175018
Revin;87172080
Rezé Pont Rousseau;87481036
Ria-Sirach;87784660
Ribécourt-Dreslincourt;87276766
Riedseltz;87213462
Rieux - Angicourt;87276352
Rilly-la-Montagne;87171595
Riom - Châtel-Guyon;87734053
Ris-Orangis;87681338
Rivarennes;87571653
Rive-de-Gier;87726331
Rives;87747246
Rivesaltes;87784173
Rixheim;87182071
Roanne;87726802
Rocamadour - Padirac;87613042
Roche-lez-Beaupré;87718403
Rochefort;87485144
Rochy-Condé;87313601
Rodez;87613422
Roeschwoog;87212407
Rœux;87342089
Rognac;87753251
